Date,0,1,2,3
1940-10-07,280,15411,771,20653
1940-10-08,281,10811,1284,17903
1940-10-09,282,9929,10661,19577
1940-10-10,283,344,7892,18970
1940-10-11,284,3418,11505,2958
1940-10-12,285,711,12276,13282
1940-10-13,286,27617,26370,14743
1940-10-14,287,12765,13131,27314
1940-10-15,288,11531,22199,21234
1940-10-16,289,13244,24184,26029
1940-10-17,290,28351,8364,9762
1940-10-18,291,19586,656,14383
1940-10-19,292,78,26833,15114
1940-10-20,293,5149,29412,23883
1940-10-21,294,14629,12407,19864
1940-10-22,295,24339,22665,3278
1940-10-23,296,24493,12774,21113
1940-10-24,297,11102,10888,26381
1940-10-25,298,13173,25590,22668
1940-10-26,299,16794,9856,4986
1940-10-27,300,15853,10830,18500
1940-10-28,301,21641,3976,1056
1940-10-29,302,24772,23372,16220
1940-10-30,303,20635,19904,11625
1940-10-31,304,19813,5874,14031
1940-11-01,305,4780,98,3702
1940-11-02,306,24564,2709,9437
1940-11-03,307,13973,26603,3533
1940-11-04,308,20183,13980,24352
1940-11-05,309,7614,14455,1518
1940-11-06,310,12462,3344,12472
1940-11-07,311,6259,14174,10056
1940-11-08,312,618,22102,29313
1940-11-09,313,28601,16014,399
1940-11-10,314,21011,15908,23205
1940-11-11,315,20360,7733,26866
1940-11-12,316,19611,13923,14347
1940-11-13,317,26766,18151,11531
1940-11-14,318,29901,7051,25757
1940-11-15,319,10180,21136,21289
1940-11-16,320,5165,2223,2603
1940-11-17,321,16694,14717,3608
1940-11-18,322,25675,14353,2664
1940-11-19,323,15966,5587,14201
1940-11-20,324,27808,16697,19985
1940-11-21,325,1359,3977,24522
1940-11-22,326,29044,24670,17372
1940-11-23,327,21510,20202,24005
1940-11-24,328,6841,7419,9824
1940-11-25,329,10481,15178,12244
1940-11-26,330,11013,18401,18458
1940-11-27,331,25754,24681,28960
1940-11-28,332,16766,9463,6327
1940-11-29,333,1870,21029,18450
1940-11-30,334,20574,2160,9616
1940-12-01,335,12607,23864,5419
1940-12-02,336,6635,12548,6582
1940-12-03,337,21253,27425,23197
1940-12-04,338,8373,22070,29375
1940-12-05,339,8009,18784,7125
1940-12-06,340,2896,16136,17293
1940-12-07,341,5850,20216,11835
1940-12-08,342,17173,15985,17903
1940-12-09,343,12944,18696,6583
1940-12-10,344,283,18697,6643
1940-12-11,345,11029,18530,22686
1940-12-12,346,25273,29595,12763
1940-12-13,347,1289,4608,18973
1940-12-14,348,522,2940,857
1940-12-15,349,22483,3685,15224
1940-12-16,350,18466,6606,24973
1940-12-17,351,4433,11003,24590
1940-12-18,352,27836,2908,18247
1940-12-19,353,11532,3597,15958
1940-12-20,354,26087,1034,17347
1940-12-21,355,26379,5146,13610
1940-12-22,356,15848,5149,23883
1940-12-23,357,3948,26380,19167
1940-12-24,358,3949,28633,6233
1940-12-25,359,20538,766,3736
1940-12-26,360,12655,17313,20690
1940-12-27,361,2651,26073,12306
1940-12-28,362,20237,7301,22094
1940-12-29,363,26728,29772,13720
1940-12-30,364,27940,26083,20969
1940-12-31,365,24979,17613,4071
1941-01-01,366,29706,16223,8005
1941-01-02,367,26799,1428,27226
1941-01-03,368,12669,26492,26900
1941-01-04,369,1007,29222,27761
1941-01-05,370,28280,24993,12422
1941-01-06,371,9045,2927,673
1941-01-07,372,3628,12181,21097
1941-01-08,373,6125,12333,1072
1941-01-09,374,26208,23884,11124
1941-01-10,375,5080,23850,23894
1941-01-11,376,15137,29412,18333
1941-01-12,377,8685,11394,19064
1941-01-13,378,18120,20636,1861
1941-01-14,379,13284,14812,22073
1941-01-15,380,16237,16967,18428
1941-01-16,381,15781,18458,22447
1941-01-17,382,4824,22813,7321
1941-01-18,383,1844,2598,1861
1941-01-19,384,1448,5466,19163
1941-01-20,385,12649,27930,1815
1941-01-21,386,20230,6230,23242
1941-01-22,387,15905,6250,5079
1941-01-23,388,7235,16214,2579
1941-01-24,389,10427,20641,5988
1941-01-25,390,8425,11468,6964
1941-01-26,391,232,12300,22496
1941-01-27,392,16623,789,26846
1941-01-28,393,15563,2972,11045
1941-01-29,394,28468,8671,18258
1941-01-30,395,30069,18717,18412
1941-01-31,396,6330,19584,18838
1941-02-01,397,3343,8520,23115
1941-02-02,398,20283,19603,478
1941-02-03,399,21342,25679,1492
1941-02-04,400,25619,13966,28908
1941-02-05,401,18817,781,3322
1941-02-06,402,762,14444,21750
1941-02-07,403,1063,12610,11786
1941-02-08,404,26126,9538,773
1941-02-09,405,6533,18391,9847
1941-02-10,406,21025,16276,20650
1941-02-11,407,23571,7366,14083
1941-02-12,408,7344,6631,15548
1941-02-13,409,29679,19823,1136
1941-02-14,410,23836,13366,5156
1941-02-15,411,27949,3342,1130
1941-02-16,412,1508,14445,7703
1941-02-17,413,9175,22467,3572
1941-02-18,414,15163,22381,13679
1941-02-19,415,6500,9499,16743
1941-02-20,416,8502,29055,21085
1941-02-21,417,28735,18506,1876
1941-02-22,418,10799,19556,21367
1941-02-23,419,7216,25754,27517
1941-02-24,420,3671,25177,16027
1941-02-25,421,16768,14551,26209
1941-02-26,422,8296,584,20849
1941-02-27,423,13421,6152,18827
1941-02-28,424,3340,27305,22679
1941-03-01,425,18474,9466,10804
1941-03-02,426,21306,14092,28032
1941-03-03,427,29739,10806,19632
1941-03-04,428,6637,15194,15616
1941-03-05,429,4428,8861,1159
1941-03-06,430,9173,22899,2594
1941-03-07,431,24385,18469,20612
1941-03-08,432,9858,19581,16254
1941-03-09,433,8409,12579,20583
1941-03-10,434,22561,8410,19694
1941-03-11,435,18424,28925,19489
1941-03-12,436,27738,12855,11302
1941-03-13,437,2934,1473,17331
1941-03-14,438,15199,12704,18121
1941-03-15,439,18122,14319,8323
1941-03-16,440,13955,16146,18064
1941-03-17,441,19916,15068,14448
1941-03-18,442,28315,13705,483
1941-03-19,443,19709,1692,6409
1941-03-20,444,4402,25281,21584
1941-03-21,445,16455,1847,21172
1941-03-22,446,7326,26744,28205
1941-03-23,447,11710,13936,24953
1941-03-24,448,16731,11984,14844
1941-03-25,449,12199,23976,27751
1941-03-26,450,572,17556,26291
1941-03-27,451,18653,27947,22885
1941-03-28,452,1518,29785,18824
1941-03-29,453,667,6238,8794
1941-03-30,454,16068,4472,12143
1941-03-31,455,1,10787,18459
1941-04-01,456,21792,8816,22830
1941-04-02,457,9284,13028,4689
1941-04-03,458,2498,24504,8707
1941-04-04,459,20208,9915,9537
1941-04-05,460,8823,29057,6630
1941-04-06,461,15189,13759,5935
1941-04-07,462,14189,17476,15072
1941-04-08,463,15755,4115,26992
1941-04-09,464,27975,16645,23221
1941-04-10,465,23992,7405,29320
1941-04-11,466,1623,15746,23263
1941-04-12,467,9963,28012,21388
1941-04-13,468,12306,21391,21741
1941-04-14,469,2559,23248,1504
1941-04-15,470,14289,20413,10333
1941-04-16,471,24303,19250,16030
1941-04-17,472,17213,16637,10803
1941-04-18,473,775,25466,25317
1941-04-19,474,16180,2665,11218
1941-04-20,475,3744,1559,8518
1941-04-21,476,29777,826,15245
1941-04-22,477,16501,14873,19552
1941-04-23,478,398,19603,7364
1941-04-24,479,12671,29868,20651
1941-04-25,480,11142,17002,6095
1941-04-26,481,29404,7346,18744
1941-04-27,482,17435,11050,13577
1941-04-28,483,13705,22318,13002
1941-04-29,484,29278,16767,11655
1941-04-30,485,26053,21304,23800
1941-05-01,486,15613,4443,10804
1941-05-02,487,14214,18536,13119
1941-05-03,488,25169,10897,28942
1941-05-04,489,28460,10503,21978
1941-05-05,490,8723,4498,1492
1941-05-06,491,14396,21327,18423
1941-05-07,492,22346,10932,7311
1941-05-08,493,23017,8589,27734
1941-05-09,494,23717,6126,11757
1941-05-10,495,14253,29805,2747
1941-05-11,496,16353,16718,20067
1941-05-12,497,10426,11603,19762
1941-05-13,498,26431,25001,16659
1941-05-14,499,16660,10452,7287
1941-05-15,500,6040,1688,10394
1941-05-16,501,23602,24851,16876
1941-05-17,502,7137,8233,3151
1941-05-18,503,29723,26375,26436
1941-05-19,504,15053,14323,13228
1941-05-20,505,25432,28476,30059
1941-05-21,506,18555,7080,7811
1941-05-22,507,26956,11190,23113
1941-05-23,508,4252,18557,17461
1941-05-24,509,14236,15209,3158
1941-05-25,510,6872,663,4985
1941-05-26,511,12869,22212,23461
1941-05-27,512,25653,6083,17891
1941-05-28,513,29945,25197,29611
1941-05-29,514,13542,12971,24476
1941-05-30,515,28486,21059,15215
1941-05-31,516,7548,9739,21579
1941-06-01,517,28001,23318,18882
1941-06-02,518,12154,13002,8393
1941-06-03,519,20556,22102,22365
1941-06-04,520,26663,27510,14627
1941-06-05,521,26909,24140,480
1941-06-06,522,348,28022,17784
1941-06-07,523,12087,8285,12670
1941-06-08,524,6672,21799,21068
1941-06-09,525,19669,2005,21604
1941-06-10,526,28756,13281,17408
1941-06-11,527,27434,19763,3967
1941-06-12,528,6884,21049,22099
1941-06-13,529,7561,14652,27801
1941-06-14,530,22323,29993,29171
1941-06-15,531,6843,3833,29919
1941-06-16,532,3900,6829,13716
1941-06-17,533,27069,16768,13002
1941-06-18,534,13197,3913,15295
1941-06-19,535,1265,1723,4279
1941-06-20,536,13929,17581,15297
1941-06-21,537,4647,27352,16121
1941-06-22,538,27360,17183,913
1941-06-23,539,10289,23380,6366
1941-06-24,540,28871,10128,10289
1941-06-25,541,16398,3402,20143
1941-06-26,542,9247,2368,10130
1941-06-27,543,12018,1273,8625
1941-06-28,544,5384,7423,22186
1941-06-29,545,16129,2675,14859
1941-06-30,546,5386,12690,14796
1941-07-01,547,27718,25020,12838
1941-07-02,548,19686,3348,24073
1941-07-03,549,23224,23073,12055
1941-07-04,550,27702,18457,20656
1941-07-05,551,4499,13935,13360
1941-07-06,552,7888,8679,15344
1941-07-07,553,24080,18210,22325
1941-07-08,554,8681,20126,14738
1941-07-09,555,14040,23505,23809
1941-07-10,556,10267,21192,10966
1941-07-11,557,12275,24669,4716
1941-07-12,558,3419,5702,14467
1941-07-13,559,11608,25913,24483
1941-07-14,560,26673,10111,18085
1941-07-15,561,9744,14515,16373
1941-07-16,562,14553,5355,26791
1941-07-17,563,978,14547,12496
1941-07-18,564,28627,24396,15722
1941-07-19,565,29206,13593,16453
1941-07-20,566,18980,26834,5253
1941-07-21,567,14264,18981,17885
1941-07-22,568,7539,10248,8634
1941-07-23,569,19379,27384,204
1941-07-24,570,18619,205,12045
1941-07-25,571,26655,237,19807
1941-07-26,572,17556,450,2398
1941-07-27,573,29883,5260,969
1941-07-28,574,29611,10285,939
1941-07-29,575,21911,7180,13450
1941-07-30,576,13451,2341,13147
