Date,0,1,2,3
1955-07-05,5664,2377,5695,23805
1955-07-06,5665,16440,2378,14948
1955-07-07,5666,28129,25907,29590
1955-07-08,5667,2380,28130,919
1955-07-09,5668,7129,18269,19365
1955-07-10,5669,24449,10236,5396
1955-07-11,5670,12762,14984,26307
1955-07-12,5671,7163,14589,12794
1955-07-13,5672,7164,26309,2781
1955-07-14,5673,2751,7134,24453
1955-07-15,5674,27741,24454,7135
1955-07-16,5675,29203,19706,7502
1955-07-17,5676,21168,13134,14625
1955-07-18,5677,29236,26648,27410
1955-07-19,5678,26284,15631,8327
1955-07-20,5679,10062,26285,5710
1955-07-21,5680,10063,7141,26286
1955-07-22,5681,29240,10064,7173
1955-07-23,5682,24096,2791,11679
1955-07-24,5683,13141,25955,24097
1955-07-25,5684,13142,3858,21207
1955-07-26,5685,9338,29244,11316
1955-07-27,5686,17526,14604,18256
1955-07-28,5687,970,24498,14605
1955-07-29,5688,14606,24133,26294
1955-07-30,5689,14607,29217,23373
1955-07-31,5690,577,29218,8978
1955-08-01,5691,16404,8582,14974
1955-08-02,5692,26663,25902,6058
1955-08-03,5693,2010,12785,15402
1955-08-04,5694,19725,23439,14581
1955-08-05,5695,5664,14947,23440
1955-08-06,5696,2378,24171,25906
1955-08-07,5697,25907,9350,5666
1955-08-08,5698,919,2380,9351
1955-08-09,5699,19730,11299,1285
1955-08-10,5700,12761,1286,29228
1955-08-11,5701,557,2018,16445
1955-08-12,5702,25912,9781,11333
1955-08-13,5703,10512,25913,6707
1955-08-14,5704,21835,27832,29201
1955-08-15,5705,24758,135,5036
1955-08-16,5706,21472,10089,19372
1955-08-17,5707,17243,20742,26313
1955-08-18,5708,8965,8538,2786
1955-08-19,5709,29875,23028,7505
1955-08-20,5710,10062,5679,7140
1955-08-21,5711,4981,7507,7141
1955-08-22,5712,24095,7142,10064
1955-08-23,5713,21174,16426,24096
1955-08-24,5714,21175,16427,8971
1955-08-25,5715,24860,29577,23307
1955-08-26,5716,3890,24861,2763
1955-08-27,5717,2764,9005,22639
1955-08-28,5718,9006,13449,5992
1955-08-29,5719,9007,13450,18197
1955-08-30,5720,22673,26964,28425
1955-08-31,5721,27331,16738,21640
1955-09-01,5722,2131,22006,13088
1955-09-02,5723,3897,14914,8492
1955-09-03,5724,22524,11629,12724
1955-09-04,5725,8921,13091,28065
1955-09-05,5726,16743,13092,27336
1955-09-06,5727,29102,2136,27337
1955-09-07,5728,23047,22589,27338
1955-09-08,5729,18512,9808,11634
1955-09-09,5730,21588,12457,27705
1955-09-10,5731,21131,19305,22592
1955-09-11,5732,24877,5214,4637
1955-09-12,5733,28165,20860,25821
1955-09-13,5734,14925,17939,24148
1955-09-14,5735,17940,21593,18518
1955-09-15,5736,18306,11641,17941
1955-09-16,5737,989,8933,27439
1955-09-17,5738,625,28170,13196
1955-09-18,5739,28171,9757,17944
1955-09-19,5740,6014,9758,28172
1955-09-20,5741,19315,536,628
1955-09-21,5742,24064,21508,16394
1955-09-22,5743,21509,16395,11009
1955-09-23,5744,13932,9032,2365
1955-09-24,5745,2731,28160,29187
1955-09-25,5746,20143,13995,2732
1955-09-26,5747,2460,27814,8304
1955-09-27,5748,2461,21514,24070
1955-09-28,5749,1732,25613,8660
1955-09-29,5750,21516,2438,5293
1955-09-30,5751,21517,1276,25839
1955-10-01,5752,19722,14517,639
1955-10-02,5753,29220,3927,19784
1955-10-03,5754,27821,29190,10229
1955-10-04,5755,27822,23074,10503
1955-10-05,5756,28188,24078,11022
1955-10-06,5757,23653,24902,17597
1955-10-07,5758,4297,20216,16928
1955-10-08,5759,29073,23443,9047
1955-10-09,5760,10812,3934,20218
1955-10-10,5761,20888,19062,9565
1955-10-11,5762,16141,23811,28711
1955-10-12,5763,23812,25638,14893
1955-10-13,5764,13069,21987,1381
1955-10-14,5765,16660,26736,1001
1955-10-15,5766,20528,26737,19797
1955-10-16,5767,25489,23086,20529
1955-10-17,5768,12251,27225,25064
1955-10-18,5769,14814,7713,15185
1955-10-19,5770,18473,26854,26855
1955-10-20,5771,16362,7232,12649
1955-10-21,5772,7233,18494,23456
1955-10-22,5773,24704,7234,27626
1955-10-23,5774,28357,24705,10157
1955-10-24,5775,27842,14024,25012
1955-10-25,5776,15544,14450,3961
1955-10-26,5777,12248,10792,14451
1955-10-27,5778,22517,20326,9947
1955-10-28,5779,29823,29093,22518
1955-10-29,5780,15580,29308,19232
1955-10-30,5781,22520,20270,11870
1955-10-31,5782,23527,11048,29310
1955-11-01,5783,4474,14122,4839
1955-11-02,5784,13393,1553,12662
1955-11-03,5785,19188,5172,19921
1955-11-04,5786,24212,19922,19918
1955-11-05,5787,10323,20700,14705
1955-11-06,5788,6884,10324,26545
1955-11-07,5789,676,17372,16684
1955-11-08,5790,8094,11141,22486
1955-11-09,5791,14440,18105,8453
1955-11-10,5792,17997,6974,2609
1955-11-11,5793,6159,11941,831
1955-11-12,5794,28957,17634,16324
1955-11-13,5795,7622,9234,24209
1955-11-14,5796,9449,17787,16175
1955-11-15,5797,15811,1931,25672
1955-11-16,5798,4337,2511,17273
1955-11-17,5799,18356,10380,2589
1955-11-18,5800,17640,25675,20562
1955-11-19,5801,7993,20563,17641
1955-11-20,5802,28234,23851,5954
1955-11-21,5803,26044,8360,4342
1955-11-22,5804,11740,18160,24004
1955-11-23,5805,21297,26046,27507
1955-11-24,5806,9094,21298,8728
1955-11-25,5807,16551,12534,14360
1955-11-26,5808,12535,695,26779
1955-11-27,5809,14727,21667,2157
1955-11-28,5810,7260,779,4338
1955-11-29,5811,780,14365,2596
1955-11-30,5812,2614,1100,14414
1955-12-01,5813,26874,7671,17653
1955-12-02,5814,6635,3348,22767
1955-12-03,5815,3290,1888,19481
1955-12-04,5816,16226,17687,8769
1955-12-05,5817,17688,13306,23501
1955-12-06,5818,18754,27916,24629
1955-12-07,5819,11085,1892,1802
1955-12-08,5820,2258,6551,12547
1955-12-09,5821,14009,23505,10753
1955-12-10,5822,2566,1470,21314
1955-12-11,5823,18059,20950,15868
1955-12-12,5824,29018,18060,16568
1955-12-13,5825,29019,10816,2994
1955-12-14,5826,27528,13315,9145
1955-12-15,5827,16936,18428,2175
1955-12-16,5828,25395,14802,7361
1955-12-17,5829,24640,13287,4368
1955-12-18,5830,16240,21413,19131
1955-12-19,5831,8054,18798,12558
1955-12-20,5832,4006,18799,26104
1955-12-21,5833,4007,23882,26105
1955-12-22,5834,16213,23883,9122
1955-12-23,5835,3004,14023,24646
1955-12-24,5836,11041,26381,10827
1955-12-25,5837,6964,25072,27204
1955-12-26,5838,7665,4468,25744
1955-12-27,5839,451,1822,7331
1955-12-28,5840,21057,5414,10680
1955-12-29,5841,17347,17681,6238
1955-12-30,5842,26813,27909,21000
1955-12-31,5843,8819,24993,13333
1956-01-01,5844,8735,26450,14821
1956-01-02,5845,27971,18415,24625
1956-01-03,5846,1829,9833,27548
1956-01-04,5847,6547,14004,18386
1956-01-05,5848,14370,29741,4812
1956-01-06,5849,2256,19849,10444
1956-01-07,5850,6,29013,431
1956-01-08,5851,7,2623,9108
1956-01-09,5852,20249,7679,17661
1956-01-10,5853,7680,6949,1105
1956-01-11,5854,15502,26131,26141
1956-01-12,5855,7353,8444,29778
1956-01-13,5856,20587,18851,9843
1956-01-14,5857,20588,2629,19523
1956-01-15,5858,7319,8050,23511
1956-01-16,5859,6955,9147,20256
1956-01-17,5860,12921,2573,9513
1956-01-18,5861,15509,16605,3305
1956-01-19,5862,12973,9880,16210
1956-01-20,5863,3307,14416,16211
1956-01-21,5864,19165,1085,23913
1956-01-22,5865,25709,23914,26836
1956-01-23,5866,5875,22819,23609
1956-01-24,5867,23885,23916,8393
1956-01-25,5868,17767,6234,4742
1956-01-26,5869,15852,7330,1455
1956-01-27,5870,26111,4103,2552
1956-01-28,5871,26112,28637,3284
1956-01-29,5872,28577,9219,6238
1956-01-30,5873,6938,29766,22826
1956-01-31,5874,10744,21366,2952
1956-02-01,5875,4803,2954,23924
1956-02-02,5876,22839,29405,25393
1956-02-03,5877,4062,22840,19908
1956-02-04,5878,29426,4062,29427
1956-02-05,5879,8749,29428,7708
1956-02-06,5880,7709,5885,14819
1956-02-07,5881,25762,19554,23578
1956-02-08,5882,22851,17367,23932
1956-02-09,5883,29048,22852,23194
1956-02-10,5884,23195,29769,8750
1956-02-11,5885,26492,22853,23196
1956-02-12,5886,22489,28685,23926
1956-02-13,5887,28686,1143,424
1956-02-14,5888,19566,3688,11165
1956-02-15,5889,16645,398,17001
1956-02-16,5890,6264,34,20902
1956-02-17,5891,19197,26846,16256
1956-02-18,5892,401,12618,21373
1956-02-19,5893,5058,26122,16645
1956-02-20,5894,17002,8797,2240
1956-02-21,5895,25763,4070,23579
1956-02-22,5896,5145,3688,6264
1956-02-23,5897,7717,6630,2110
1956-02-24,5898,17010,13725,1946
1956-02-25,5899,27212,25773,21392
1956-02-26,5900,11519,5903,29417
1956-02-27,5901,27212,10438,25412
1956-02-28,5902,19545,12258,9828
1956-02-29,5903,15901,29417,5900
1956-03-01,5904,10865,19844,8401
1956-03-02,5905,21337,15828,1431
1956-03-03,5906,29739,6546,1432
1956-03-04,5907,24686,4355,19482
1956-03-05,5908,19939,7734,18478
1956-03-06,5909,4082,12270,7735
1956-03-07,5910,4358,14768,19575
1956-03-08,5911,797,18025,19152
1956-03-09,5912,19153,2259,3720
1956-03-10,5913,29746,16931,9200
1956-03-11,5914,13371,19155,19520
1956-03-12,5915,1472,8016,2203
1956-03-13,5916,20952,11822,14378
1956-03-14,5917,9145,18062,9875
1956-03-15,5918,16602,7288,10453
1956-03-16,5919,28991,20225,12555
1956-03-17,5920,13012,26525,11095
1956-03-18,5921,16664,4035,17760
1956-03-19,5922,20624,22054,2269
1956-03-20,5923,385,2635,12225
1956-03-21,5924,5103,26835,355
1956-03-22,5925,23883,2912,18435
1956-03-23,5926,10826,14843,10767
1956-03-24,5927,10827,1027,10768
1956-03-25,5928,19077,6964,11559
1956-03-26,5929,24343,15577,18499
1956-03-27,5930,24344,11561,7756
1956-03-28,5931,29823,16674,5779
1956-03-29,5932,16251,3740,25382
1956-03-30,5933,24712,9891,12204
1956-03-31,5934,4687,28731,1185
1956-04-01,5935,3743,4839,5783
1956-04-02,5936,25080,8858,13393
1956-04-03,5937,14854,20698,15585
1956-04-04,5938,11569,1555,20699
1956-04-05,5939,9805,1404,22740
1956-04-06,5940,26029,15802,4479
1956-04-07,5941,3233,24569,16684
1956-04-08,5942,24204,19821,2503
1956-04-09,5943,7618,16535,16900
1956-04-10,5944,11940,25667,14710
1956-04-11,5945,15807,14862,20920
1956-04-12,5946,6160,23994,9812
1956-04-13,5947,17270,1564,16325
1956-04-14,5948,25457,29840,3391
1956-04-15,5949,25458,3392,9236
1956-04-16,5950,19981,15598,28016
1956-04-17,5951,20712,17274,28962
1956-04-18,5952,20713,25310,16909
1956-04-19,5953,20563,8358,15815
1956-04-20,5954,1785,23851,8450
1956-04-21,5955,841,7630,18312
1956-04-22,5956,19835,6900,12835
1956-04-23,5957,24889,20932,4496
1956-04-24,5958,4497,844,2519
1956-04-25,5959,2306,115,14511
1956-04-26,5960,16338,4133,7055
1956-04-27,5961,847,4134,1212
1956-04-28,5962,8518,24894,3770
1956-04-29,5963,2675,7424,17437
1956-04-30,5964,6329,29126,11078
1956-05-01,5965,29127,29280,12326
1956-05-02,5966,3654,5084,8006
1956-05-03,5967,24015,4506,9042
1956-05-04,5968,19268,25996,17960
1956-05-05,5969,16347,17961,855
1956-05-06,5970,26728,24749,21462
1956-05-07,5971,3932,11024,15772
1956-05-08,5972,11329,21829,17538
1956-05-09,5973,8529,5242,4573
1956-05-10,5974,6704,9779,8896
1956-05-11,5975,8897,27311,3571
1956-05-12,5976,13951,23294,18180
1956-05-13,5977,24756,24391,28043
1956-05-14,5978,24392,24757,7592
1956-05-15,5979,24180,1535,24393
1956-05-16,5980,10880,3576,5767
1956-05-17,5981,19799,9998,76
1956-05-18,5982,9999,13592,24396
1956-05-19,5983,20532,24397,13593
1956-05-20,5984,27624,19649,5406
1956-05-21,5985,19650,24186,4524
1956-05-22,5986,19651,2851,22208
1956-05-23,5987,29667,296,7905
1956-05-24,5988,26016,7814,29150
1956-05-25,5989,298,29881,18924
1956-05-26,5990,299,29152,18925
1956-05-27,5991,12717,20752,2338
1956-05-28,5992,28789,8548,17831
1956-05-29,5993,11319,18928,22215
1956-05-30,5994,21547,23039,9373
1956-05-31,5995,28122,21487,21548
1956-06-01,5996,10289,23041,10105
1956-06-02,5997,12723,3897,24868
1956-06-03,5998,13090,11629,12724
1956-06-04,5999,885,15008,27792
1956-06-05,6000,886,13457,29527
1956-06-06,6001,24780,15741,29528
1956-06-07,6002,21586,15011,24781
1956-06-08,6003,15012,11999,23413
1956-06-09,6004,27705,9383,1713
1956-06-10,6005,11362,11636,3905
1956-06-11,6006,9385,1715,11363
1956-06-12,6007,5003,9386,15016
1956-06-13,6008,6100,23630,14287
1956-06-14,6009,7104,23631,6101
1956-06-15,6010,23632,5279,9389
1956-06-16,6011,24790,897,4550
1956-06-17,6012,16025,2359,24791
1956-06-18,6013,28079,14930,626
1956-06-19,6014,5740,627,21140
1956-06-20,6015,628,19315,22968
1956-06-21,6016,7111,27444,24430
1956-06-22,6017,26257,28083,8939
1956-06-23,6018,26258,3826,12744
1956-06-24,6019,18223,7845,26259
1956-06-25,6020,18224,29639,176
1956-06-26,6021,9308,15395,12747
1956-06-27,6022,10039,17223,12748
1956-06-28,6023,20511,23706,3831
1956-06-29,6024,4624,25625,27071
1956-06-30,6025,29546,6111,23337
1956-07-01,6026,29584,29553,2404
1956-07-02,6027,5661,5692,6058
1956-07-03,6028,26664,6059,5662
1956-07-04,6029,29556,12056,26665
1956-07-05,6030,18265,27762,21522
1956-07-06,6031,3870,9318,29589
1956-07-07,6032,3871,9319,2775
1956-07-08,6033,6064,4206,8955
1956-07-09,6034,8164,20004,2381
1956-07-10,6035,7161,4574,11666
1956-07-11,6036,16049,28102,22989
1956-07-12,6037,17907,8167,27099
1956-07-13,6038,29565,8168,15625
1956-07-14,6039,29566,19704,9326
1956-07-15,6040,5309,21197,29963
1956-07-16,6041,21198,29964,2388
1956-07-17,6042,2389,29569,6073
1956-07-18,6043,21566,16421,20743
1956-07-19,6044,11309,16422,21567
1956-07-20,6045,2788,24459,9363
1956-07-21,6046,3063,13169,7903
1956-07-22,6047,7904,17521,13170
1956-07-23,6048,22209,2760,17522
1956-07-24,6049,22575,13172,14632
1956-07-25,6050,28055,17098,2397
1956-07-26,6051,2763,25865,3890
1956-07-27,6052,15273,22670,11348
1956-07-28,6053,22640,14970,9340
1956-07-29,6054,21546,21577,17467
1956-07-30,6055,4167,17468,2798
1956-07-31,6056,9647,4168,3864
1956-08-01,6057,3865,11291,25901
1956-08-02,6058,25902,14579,14944
1956-08-03,6059,26664,6028,29555
1956-08-04,6060,3868,29556,9316
1956-08-05,6061,8983,2742,28127
1956-08-06,6062,26271,8984,8161
1956-08-07,6063,6032,4205,8162
1956-08-08,6064,6033,9320,4206
1956-08-09,6065,9321,8956,11299
1956-08-10,6066,9322,8957,11300
1956-08-11,6067,9323,2414,3875
1956-08-12,6068,9324,2415,3876
1956-08-13,6069,9325,19703,25944
1956-08-14,6070,925,11304,2417
1956-08-15,6071,926,22627,22993
1956-08-16,6072,11306,22994,2388
1956-08-17,6073,11307,2389,20012
1956-08-18,6074,22996,16056,21535
1956-08-19,6075,20379,8966,2756
1956-08-20,6076,29876,20380,8540
1956-08-21,6077,23972,8329,15998
1956-08-22,6078,295,25861,2851
1956-08-23,6079,25862,7905,14631
1956-08-24,6080,7906,21845,3796
1956-08-25,6081,11620,21846,10006
1956-08-26,6082,24769,12716,2337
1956-08-27,6083,13448,10100,20752
1956-08-28,6084,9006,13176,5718
1956-08-29,6085,3436,5719,9645
1956-08-30,6086,16007,25869,4898
1956-08-31,6087,13087,26235,16008
1956-09-01,6088,13088,22006,26905
1956-09-02,6089,19297,21215,24137
1956-09-03,6090,5632,27791,884
1956-09-04,6091,27792,22586,20030
1956-09-05,6092,12818,25875,14917
1956-09-06,6093,26241,22588,16014
1956-09-07,6094,21494,15284,3902
1956-09-08,6095,3711,21974,3191
1956-09-09,6096,25971,27105,13400
1956-09-10,6097,9596,23627,25088
1956-09-11,6098,19976,25973,29260
1956-09-12,6099,29261,22168,23629
1956-09-13,6100,23630,6008,1990
1956-09-14,6101,6009,15018,7104
1956-09-15,6102,7105,5371,27803
1956-09-16,6103,14198,7564,5372
1956-09-17,6104,7199,2724,29539
1956-09-18,6105,15753,29175,17579
1956-09-19,6106,16696,3031,15754
1956-09-20,6107,1358,19407,17063
1956-09-21,6108,111,28386,1359
1956-09-22,6109,1360,7782,112
1956-09-23,6110,23428,7783,23336
1956-09-24,6111,29546,23337,5653
1956-09-25,6112,2425,256,8942
1956-09-26,6113,255,6116,6114
1956-09-27,6114,255,270,6115
1956-09-28,6115,6116,6114,255
1956-09-29,6116,6115,255,6113
1956-09-30,6117,19417,16038,273
1956-10-01,6118,14305,5022,16039
1956-10-02,6119,28763,4292,2831
1956-10-03,6120,4293,21612,19998
1956-10-04,6121,19999,19694,2680
1956-10-05,6122,1220,26270,8160
1956-10-06,6123,8161,25114,18693
1956-10-07,6124,28037,4875,3049
1956-10-08,6125,281,28038,16868
1956-10-09,6126,8682,28039,20734
1956-10-10,6127,8683,15622,28040
1956-10-11,6128,20736,8684,18698
1956-10-12,6129,28042,5033,5976
1956-10-13,6130,20008,29596,7530
1956-10-14,6131,28044,9418,9357
1956-10-15,6132,5036,11763,5705
1956-10-16,6133,6863,17880,29872
1956-10-17,6134,29873,502,5250
1956-10-18,6135,21627,9269,22357
1956-10-19,6136,657,26741,6348
1956-10-20,6137,9424,10001,3792
1956-10-21,6138,9425,3946,23456
1956-10-22,6139,3947,21782,10003
1956-10-23,6140,1757,22727,3369
1956-10-24,6141,144,12137,16001
1956-10-25,6142,8484,25437,17037
1956-10-26,6143,8485,8120,1911
1956-10-27,6144,13752,8486,17983
1956-10-28,6145,28362,28211,22579
1956-10-29,6146,8915,17832,27329
1956-10-30,6147,20329,1033,3376
1956-10-31,6148,22887,8066,11930
1956-11-01,6149,12661,22522,22888
1956-11-02,6150,12662,5784,24715
1956-11-03,6151,7977,13608,14338
1956-11-04,6152,2499,10838,28735
1956-11-05,6153,9075,19604,4326
1956-11-06,6154,14706,19605,6884
1956-11-07,6155,27856,16533,8132
1956-11-08,6156,11938,6307,22529
1956-11-09,6157,7252,18470,18452
1956-11-10,6158,7712,4422,2250
1956-11-11,6159,20706,28011,831
1956-11-12,6160,28957,9812,5946
1956-11-13,6161,9448,5947,15443
1956-11-14,6162,7196,15444,1779
1956-11-15,6163,23481,17637,1780
1956-11-16,6164,23482,17638,24719
1956-11-17,6165,19189,27215,21077
1956-11-18,6166,21078,24945,7413
1956-11-19,6167,1570,24215,13624
1956-11-20,6168,9606,24947,11219
1956-11-21,6169,19469,23487,16912
1956-11-22,6170,2152,27140,1056
1956-11-23,6171,23489,2153,27141
1956-11-24,6172,7267,15454,11205
1956-11-25,6173,26778,18377,24587
1956-11-26,6174,28240,25318,16281
1956-11-27,6175,25319,19110,12967
1956-11-28,6176,15458,17285,12172
1956-11-29,6177,18016,24656,17730
1956-11-30,6178,24677,27219,19918
1956-12-01,6179,17288,9921,25413
1956-12-02,6180,29432,2252,9922
1956-12-03,6181,8097,8828,29433
1956-12-04,6182,9924,25326,1524
1956-12-05,6183,12269,21034,18173
1956-12-06,6184,9257,23592,21827
1956-12-07,6185,22042,29802,27460
1956-12-08,6186,16564,2898,24265
1956-12-09,6187,8774,20979,14009
1956-12-10,6188,13645,14010,19944
1956-12-11,6189,19214,12185,22136
1956-12-12,6190,19855,1838,25790
1956-12-13,6191,18426,19522,12642
1956-12-14,6192,1809,12643,22414
1956-12-15,6193,15110,20620,6589
1956-12-16,6194,6590,12951,7686
1956-12-17,6195,3273,22083,19130
1956-12-18,6196,19131,16574,748
1956-12-19,6197,20958,2909,18401
1956-12-20,6198,2910,4737,5102
1956-12-21,6199,26804,355,2911
1956-12-22,6200,721,18404,18770
1956-12-23,6201,9154,14054,8392
1956-12-24,6202,11864,2215,16215
1956-12-25,6203,16612,22091,24251
1956-12-26,6204,25379,16613,13296
1956-12-27,6205,25380,12201,13297
1956-12-28,6206,25381,10376,19231
1956-12-29,6207,5566,11046,4411
1956-12-30,6208,12235,1550,21334
1956-12-31,6209,12236,15947,29037
1957-01-01,6210,1155,5479,7274
1957-01-02,6211,336,6635,4750
1957-01-03,6212,23224,8403,6636
1957-01-04,6213,20943,7643,2894
1957-01-05,6214,1159,18418,8405
1957-01-06,6215,8010,12545,26789
1957-01-07,6216,3628,12577,15133
1957-01-08,6217,18176,2684,20307
1957-01-09,6218,7068,4146,20308
1957-01-10,6219,18483,24633,12580
1957-01-11,6220,10390,29785,18484
1957-01-12,6221,23143,10725,1441
1957-01-13,6222,10726,26886,9052
1957-01-14,6223,1443,18396,8473
1957-01-15,6224,18063,9876,24241
1957-01-16,6225,14777,27926,13317
1957-01-17,6226,15490,8424,11509
1957-01-18,6227,2543,22783,14748
1957-01-19,6228,11462,18036,21323
1957-01-20,6229,14385,11829,22451
1957-01-21,6230,18128,27169,10369
1957-01-22,6231,24187,14326,18129
1957-01-23,6232,14753,22454,4405
1957-01-24,6233,19472,23578,5886
1957-01-25,6234,15851,5868,21695
1957-01-26,6235,27905,3313,21696
1957-01-27,6236,28941,16218,3314
1957-01-28,6237,4470,12567,4745
1957-01-29,6238,5841,5872,28577
1957-01-30,6239,19873,23922,19598
1957-01-31,6240,8796,4413,730
1957-02-01,6241,3345,416,9919
1957-02-02,6242,6261,9168,5895
1957-02-03,6243,21383,4075,18830
1957-02-04,6244,3331,21007,14454
1957-02-05,6245,4072,1493,28206
1957-02-06,6246,6245,4073,4072
1957-02-07,6247,25777,1498,6254
1957-02-08,6248,3901,3919,9039
1957-02-09,6249,3903,9401,17955
1957-02-10,6250,17010,9022,4651
1957-02-11,6251,25402,27969,6610
1957-02-12,6252,27960,13725,10803
1957-02-13,6253,25403,3340,10803
1957-02-14,6254,2111,2112,2113
1957-02-15,6255,22476,4650,8081
1957-02-16,6256,27957,12623,1874
1957-02-17,6257,20641,8448,16642
1957-02-18,6258,25022,8799,6263
1957-02-19,6259,8799,25022,6258
1957-02-20,6260,25759,4437,23932
1957-02-21,6261,6242,7702,10432
1957-02-22,6262,8449,9554,25027
1957-02-23,6263,6258,25023,17366
1957-02-24,6264,18825,5890,5896
1957-02-25,6265,23206,16631,4798
1957-02-26,6266,5510,6998,2245
1957-02-27,6267,17371,25409,14087
1957-02-28,6268,1495,12628,29058
1957-03-01,6269,19265,700,13057
1957-03-02,6270,13727,20607,21092
1957-03-03,6271,15463,13789,20577
1957-03-04,6272,428,14459,17807
1957-03-05,6273,22861,704,1159
1957-03-06,6274,22437,371,21676
1957-03-07,6275,14403,26821,10355
1957-03-08,6276,19517,23900,1133
1957-03-09,6277,10812,1894,343
1957-03-10,6278,29075,20219,21253
1957-03-11,6279,29076,29290,1896
1957-03-12,6280,3268,2262,9477
1957-03-13,6281,27252,8838,15564
1957-03-14,6282,8839,15991,28348
1957-03-15,6283,17757,29445,28349
1957-03-16,6284,22082,24333,9785
1957-03-17,6285,22721,4307,16877
1957-03-18,6286,27987,19647,1172
1957-03-19,6287,7962,11828,20318
1957-03-20,6288,20898,18858,15936
1957-03-21,6289,1024,19073,11403
1957-03-22,6290,10156,1025,25010
1957-03-23,6291,16669,26531,11101
1957-03-24,6292,26807,16215,21359
1957-03-25,6293,25013,9490,12199
1957-03-26,6294,19139,15517,25014
1957-03-27,6295,25015,28667,20997
1957-03-28,6296,5414,25654,4776
1957-03-29,6297,19963,8854,24194
1957-03-30,6298,1184,4381,2706
1957-03-31,6299,26174,23466,16983
1957-04-01,6300,26024,26175,1186
1957-04-02,6301,6666,25811,26541
1957-04-03,6302,28734,8493,21063
1957-04-04,6303,26908,4477,459
1957-04-05,6304,14491,9591,27640
1957-04-06,6305,24354,17263,17414
1957-04-07,6306,1558,17629,21433
1957-04-08,6307,22529,6156,11938
1957-04-09,6308,8865,24571,15225
1957-04-10,6309,21436,4117,18148
1957-04-11,6310,27281,3602,18149
1957-04-12,6311,21652,26400,27282
1957-04-13,6312,3686,25031,5533
1957-04-14,6313,13701,20282,25756
1957-04-15,6314,18002,5067,30024
1957-04-16,6315,27651,17789,14655
1957-04-17,6316,26191,8873,14564
1957-04-18,6317,22174,7047,13105
1957-04-19,6318,13106,25615,15966
1957-04-20,6319,20138,2727,22176
1957-04-21,6320,20139,4647,23638
1957-04-22,6321,2456,28906,10126
1957-04-23,6322,21814,25315,8879
1957-04-24,6323,13050,8514,24737
1957-04-25,6324,8515,24738,11955
1957-04-26,6325,6690,11744,13996
1957-04-27,6326,27815,23858,7575
1957-04-28,6327,27816,4288,25990
1957-04-29,6328,27817,3341,20938
1957-04-30,6329,9039,24012,29126
1957-05-01,6330,1369,12326,24013
1957-05-02,6331,11323,7061,29281
1957-05-03,6332,28398,17959,3928
1957-05-04,6333,3929,15189,11386
1957-05-05,6334,25052,17808,3716
1957-05-06,6335,25053,1009,16631
1957-05-07,6336,15923,16502,11389
1957-05-08,6337,16503,22712,5241
1957-05-09,6338,11238,5242,4573
1957-05-10,6339,2321,29866,3205
1957-05-11,6340,20006,21162,15927
1957-05-12,6341,26369,9628,4880
1957-05-13,6342,29292,22930,11912
1957-05-14,6343,29505,7592,2325
1957-05-15,6344,19644,28776,28563
1957-05-16,6345,8324,19068,21106
1957-05-17,6346,3424,27409,15416
1957-05-18,6347,5616,25796,7596
1957-05-19,6348,6866,4156,14900
1957-05-20,6349,1601,25128,3580
1957-05-21,6350,1602,4889,28782
1957-05-22,6351,28783,1603,17460
1957-05-23,6352,5621,18344,4526
1957-05-24,6353,28419,20384,28785
1957-05-25,6354,27325,5623,11985
1957-05-26,6355,18347,21482,12716
1957-05-27,6356,21636,27784,1608
1957-05-28,6357,3070,29884,23310
1957-05-29,6358,3071,23038,3893
1957-05-30,6359,24103,24134,17195
1957-05-31,6360,13179,19721,19022
1957-06-01,6361,19388,13180,14183
1957-06-02,6362,27333,14184,29524
1957-06-03,6363,7246,20333,29678
1957-06-04,6364,3899,16377,977
1957-06-05,6365,16378,28158,14552
1957-06-06,6366,11724,29620,14188
1957-06-07,6367,23320,14189,27430
1957-06-08,6368,8286,159,10630
1957-06-09,6369,25240,25148,22226
1957-06-10,6370,14557,8927,18667
1957-06-11,6371,25242,25150,13828
1957-06-12,6372,2081,29899,17481
1957-06-13,6373,23326,20769,24787
1957-06-14,6374,21866,6739,17848
1957-06-15,6375,12006,1627,18580
1957-06-16,6376,1628,26616,27073
1957-06-17,6377,26617,15386,8295
1957-06-18,6378,10640,9665,991
1957-06-19,6379,8570,26254,24154
1957-06-20,6380,28812,12103,17216
1957-06-21,6381,28813,16759,19043
1957-06-22,6382,28448,28814,23700
1957-06-23,6383,19045,26988,17219
1957-06-24,6384,28816,13476,20872
1957-06-25,6385,10920,23703,22607
1957-06-26,6386,10921,22243,29913
1957-06-27,6387,21879,28545,1273
1957-06-28,6388,4927,12019,20784
1957-06-29,6389,10559,20420,12020
1957-06-30,6390,10560,15307,20421
1957-07-01,6391,21914,18992,10561
1957-07-02,6392,10562,6423,28489
1957-07-03,6393,6424,6789,25203
1957-07-04,6394,2042,1311,6790
1957-07-05,6395,27366,2043,27397
1957-07-06,6396,4235,6792,21919
1957-07-07,6397,22650,4236,1314
1957-07-08,6398,4968,6794,1315
1957-07-09,6399,6795,4238,22652
1957-07-10,6400,6431,20796,4605
1957-07-11,6401,27372,20797,6432
1957-07-12,6402,27373,5306,14224
1957-07-13,6403,27374,5307,3147
