Date,Day1,Day2,Day3,Day4
1940-01-01,0.0,26.06082500888497,50.08156819680374,50.98451994714722
1940-01-02,0.0,30.88928496631389,38.56070433823937,38.757084758402804
1940-01-03,0.0,33.37248520647192,35.07301736477306,35.61031509763626
1940-01-04,0.0,31.165257562752643,42.35917414937742,43.50527017140885
1940-01-05,0.0,18.699929341726282,19.983996391666096,20.002004983312357
1940-01-06,0.0,19.84499860978118,29.053944992145485,32.38131650379186
1940-01-07,1.9073486328125e-06,30.88948258415126,50.56494539479971,53.17352541734092
1940-01-08,1.9073486328125e-06,29.733656978134213,33.092300885161734,36.50530218760804
1940-01-09,3.814697265625e-06,28.283972293793635,45.034042119445154,45.40466270003638
1940-01-10,0.0,56.15467140258002,57.63113039172499,59.88800637349666
1940-01-11,0.0,35.113464897755605,36.78863515377748,37.48395729548112
1940-01-12,0.0,39.908280383593656,43.96943515826886,47.63889971453857
1940-01-13,0.0,48.06049397166793,52.63207201585226,68.689440896115
1940-01-14,0.0,24.339659205643486,25.066944436308955,27.201130263738513
1940-01-15,0.0,34.35593098681768,35.48776937427012,39.87782005051873
1940-01-16,0.0,21.77834713142766,24.912915401613756,27.213040690534132
1940-01-17,0.0,50.79236581142879,54.08590272350078,54.348065519233614
1940-01-18,7.62939453125e-06,50.992192925179765,60.91663230847298,67.34182011536001
1940-01-19,1.3486991523486091e-06,26.831506601628657,34.63903179992717,34.7261585150311
1940-01-20,2.6973983046972182e-06,43.59581443487684,53.29946972800929,53.38556677705917
1940-01-21,0.0,54.542447683312425,56.235661422711146,58.7201795030652
1940-01-22,6.607249479556569e-06,37.37877640209586,47.223055190945246,47.40252751796563
1940-01-23,0.0,23.444066185771273,25.996833567068652,26.019775504745898
1940-01-24,0.0,41.47837460659394,45.03335469095035,51.51378756616469
1940-01-25,2.6973983046972182e-06,55.69859045248432,56.96953945465341,57.960525305121315
1940-01-26,0.0,23.971340955873014,26.85286389075475,27.936397740159382
1940-01-27,0.0,34.40296147994644,36.678470849472674,40.52199653481767
1940-01-28,0.0,30.86178753317447,31.77726477449919,35.66015433267813
1940-01-29,3.814697265625e-06,35.12659614316792,39.20131244269787,39.829285017593286
1940-01-30,2.6973983046972182e-06,34.06085455631427,39.57544124878208,42.40137356273961
1940-01-31,0.0,22.008621151991356,26.65286477437086,31.32057678689042
1940-02-01,6.607249479556569e-06,27.407062042534545,29.40637368928879,31.63698476344452
1940-02-02,0.0,14.414805622919753,16.45893259733769,17.525784665446977
1940-02-03,5.3947966093944364e-06,22.537658320527594,23.906306279987028,26.649817474152982
1940-02-04,0.0,32.118323546627,32.72255556460531,32.94565527514635
1940-02-05,0.0,29.537243907722917,29.71635300753356,31.078401720900388
1940-02-06,1.9073486328125e-06,24.097225130079284,28.33895288053878,33.91980987755538
1940-02-07,1.9073486328125e-06,29.104868723644312,30.127880034371586,30.591328484105585
1940-02-08,0.0,30.5518308583958,32.060014951535464,32.89254315685853
1940-02-09,0.0,35.803463564228444,36.65501530542817,37.11773582972966
1940-02-10,7.62939453125e-06,16.61387572535747,17.06364069366186,18.451784579186842
1940-02-11,4.672030911985737e-06,41.93594065875988,46.44344347305361,50.048297657600784
1940-02-12,3.814697265625e-06,21.630087865359897,23.85562110501221,26.272481306593285
1940-02-13,0.0,34.70044755417745,34.91473820103179,36.00982337505232
1940-02-14,0.0,22.774148609308348,25.94195076413952,26.186696485437512
1940-02-15,0.0,25.018805796162678,25.658079305507723,30.103431572841505
1940-02-16,0.0,23.224923467588862,26.55965152896654,29.12158846103451
1940-02-17,0.0,24.18669041725662,24.400165287618588,25.71414634089232
1940-02-18,0.0,23.88285483078269,24.11621426398526,27.801611078163138
1940-02-19,0.0,23.31892022270063,26.254020052017108,27.59911989060327
1940-02-20,0.0,30.571448205667433,31.127424515488862,31.560702572141732
1940-02-21,2.3360154559928683e-06,30.542022537482172,34.991496695483285,37.1740931294875
1940-02-22,5.3947966093944364e-06,25.657045372612007,34.13993849393966,35.103315277705406
1940-02-23,2.6973983046972182e-06,27.427044946508296,29.028181023623407,29.34747132204873
1940-02-24,2.3360154559928683e-06,25.748996974890723,31.26144830667966,31.539362160901963
1940-02-25,0.0,26.82779563863616,30.36386648666341,32.12264340823425
1940-02-26,0.0,15.725812610308033,17.841580277799643,17.956882776916427
1940-02-27,0.0,26.431592675558125,36.43187405732446,38.689543330478585
1940-02-28,4.672030911985737e-06,18.503608972318613,21.269412033537236,21.317132971779287
1940-02-29,2.6973983046972182e-06,37.77087524311355,38.24446994909672,39.07500131582968
1940-03-01,5.3947966093944364e-06,44.47720245944689,48.314312861604044,53.294398017178814
1940-03-02,2.6973983046972182e-06,14.849245808358791,15.09454792568089,15.19538713773843
1940-03-03,0.0,61.408237724962916,84.96986072097705,101.86231245907582
1940-03-04,0.0,20.62701117634497,29.645929657629384,31.773691077816906
1940-03-05,0.0,44.147312579689235,54.609414396108036,54.68567300883068
1940-03-06,3.814697265625e-06,37.49373799141365,37.810945455851815,38.20177943174867
1940-03-07,1.9073486328125e-06,29.27488365204626,42.48893602082855,62.62320917829226
1940-03-08,0.0,59.49644177986862,60.74406277456779,61.11338104408366
1940-03-09,0.0,52.34086174997858,54.41718854466765,59.484531589873015
1940-03-10,0.0,45.000883668531266,46.518871753379194,52.47778135194593
1940-03-11,0.0,50.8478157895166,60.28336656435042,67.53932752687112
1940-03-12,4.672030911985737e-06,70.04967680335744,72.01437264394325,74.98926155707716
1940-03-13,0.0,50.46352779303134,53.44425484042473,53.898767346920984
