Date,0,1,2,3
1941-08-03,580,14166,5622,2753
1941-08-04,581,17861,20446,7849
1941-08-05,582,25936,17869,29922
1941-08-06,583,29224,12027,28128
1941-08-07,584,14584,20824,16349
1941-08-08,585,13429,26273,26212
1941-08-09,586,25154,24044,3780
1941-08-10,587,6780,8253,8254
1941-08-11,588,3145,3049,15262
1941-08-12,589,21529,16081,18607
1941-08-13,590,18973,20465,12034
1941-08-14,591,6404,1687,9716
1941-08-15,592,4610,8159,4548
1941-08-16,593,10957,23690,4186
1941-08-17,594,3170,2307,16430
1941-08-18,595,594,3170,13396
1941-08-19,596,10955,5714,6428
1941-08-20,597,17519,3519,14597
1941-08-21,598,932,12438,16424
1941-08-22,599,9737,9738,18189
1941-08-23,600,10566,27041,17564
1941-08-24,601,11930,29116,21541
1941-08-25,602,4589,2417,3128
1941-08-26,603,10982,13539,5336
1941-08-27,604,14513,9753,12334
1941-08-28,605,22609,19724,23646
1941-08-29,606,17061,1707,12427
1941-08-30,607,28903,1923,4488
1941-08-31,608,18532,4864,16704
1941-09-01,609,19006,22311,21212
1941-09-02,610,29248,17934,23381
1941-09-03,611,6818,28530,8987
1941-09-04,612,5352,20724,14553
1941-09-05,613,24478,19247,25815
1941-09-06,614,24868,16815,10994
1941-09-07,615,10992,20711,4586
1941-09-08,616,4137,25610,18642
1941-09-09,617,3539,21953,29109
1941-09-10,618,29836,18514,17936
1941-09-11,619,23644,11250,23801
1941-09-12,620,8279,24153,20475
1941-09-13,621,19390,27804,23424
1941-09-14,622,2442,23420,23063
1941-09-15,623,24161,28542,10624
1941-09-16,624,10111,14643,6829
1941-09-17,625,9391,266,12100
1941-09-18,626,1722,627,8307
1941-09-19,627,16836,14655,19778
1941-09-20,628,627,23063,622
1941-09-21,629,23061,26713,3186
1941-09-22,630,14661,995,17491
1941-09-23,631,15763,15916,16516
1941-09-24,632,26198,12107,4284
1941-09-25,633,12838,13569,18682
1941-09-26,634,27802,21595,7567
1941-09-27,635,13213,3215,24924
1941-09-28,636,4296,3926,645
1941-09-29,637,2486,25293,9900
1941-09-30,638,27811,11381,17596
1941-10-01,639,26861,2468,5046
1941-10-02,640,2485,28169,19201
1941-10-03,641,15066,21635,11374
1941-10-04,642,22494,8463,4872
1941-10-05,643,22495,4081,29435
1941-10-06,644,24902,13945,26455
1941-10-07,645,636,26355,9801
1941-10-08,646,15895,21640,22737
1941-10-09,647,27919,27462,26792
1941-10-10,648,13207,6844,4288
1941-10-11,649,14343,28190,16635
1941-10-12,650,11049,4307,22028
1941-10-13,651,2131,2130,25637
1941-10-14,652,14318,1017,16878
1941-10-15,653,19442,26787,19467
1941-10-16,654,24273,6133,29752
1941-10-17,655,27463,29640,14303
1941-10-18,656,26721,17244,29658
1941-10-19,657,11493,28933,2483
1941-10-20,658,15054,21355,13655
1941-10-21,659,25282,22877,10673
1941-10-22,660,20535,20992,23092
1941-10-23,661,447,18710,10218
1941-10-24,662,13963,28633,10676
1941-10-25,663,8333,11834,449
1941-10-26,664,16156,7696,3586
1941-10-27,665,22731,23827,19809
1941-10-28,666,23440,1412,26417
1941-10-29,667,29734,28273,14060
1941-10-30,668,19471,23103,19506
1941-10-31,669,26388,19448,9800
1941-11-01,670,28575,17982,17981
1941-11-02,671,22377,3236,23460
1941-11-03,672,18714,10140,26012
1941-11-04,673,24933,7977,25296
1941-11-05,674,16870,12967,24913
1941-11-06,675,677,26762,28210
1941-11-07,676,26024,15444,29322
1941-11-08,677,675,26762,3232
1941-11-09,678,2868,13243,23107
1941-11-10,679,2176,30037,16545
1941-11-11,680,21289,12913,9457
1941-11-12,681,10702,29317,13978
1941-11-13,682,11784,28212,13247
1941-11-14,683,22385,5425,25659
1941-11-15,684,19826,6160,10686
1941-11-16,685,22759,22391,13979
1941-11-17,686,29671,2167,19090
1941-11-18,687,12155,11077,15814
1941-11-19,688,16180,23102,18082
1941-11-20,689,20194,16542,27132
1941-11-21,690,23122,20207,22371
1941-11-22,691,25679,7996,13627
1941-11-23,692,13628,6528,12893
1941-11-24,693,5064,25658,20560
1941-11-25,694,17993,19090,29671
1941-11-26,695,12170,2521,19109
1941-11-27,696,5103,11077,2518
1941-11-28,697,23130,19462,5104
1941-11-29,698,12155,27863,26418
1941-11-30,699,2890,13998,20904
1941-12-01,700,27880,12206,2496
1941-12-02,701,6910,15128,21337
1941-12-03,702,24229,27151,1814
1941-12-04,703,28613,22708,734
1941-12-05,704,27904,21634,7625
1941-12-06,705,5789,27916,10181
1941-12-07,706,14341,6609,15179
1941-12-08,707,27535,14769,8801
1941-12-09,708,21287,28602,9849
1941-12-10,709,22429,7287,12902
1941-12-11,710,11820,18424,15106
1941-12-12,711,22443,377,15046
1941-12-13,712,28308,28328,23130
1941-12-14,713,2531,28236,16258
1941-12-15,714,16145,30054,16571
1941-12-16,715,28991,11094,21686
1941-12-17,716,7634,15094,29703
1941-12-18,717,748,12588,9879
1941-12-19,718,27929,19436,23181
1941-12-20,719,21324,8389,17307
1941-12-21,720,26894,6874,28590
1941-12-22,721,14783,29028,22088
1941-12-23,722,15118,2487,29394
1941-12-24,723,3628,27578,20584
1941-12-25,724,22060,21659,29008
1941-12-26,725,15825,23157,20218
1941-12-27,726,12893,28281,8386
1941-12-28,727,13660,20972,18719
1941-12-29,728,4380,23464,15124
1941-12-30,729,16160,25383,17621
1941-12-31,730,20636,4779,18413
1942-01-01,731,26108,692,10783
1942-01-02,732,13984,3640,2239
1942-01-03,733,15098,15463,27948
1942-01-04,734,16499,28613,25688
1942-01-05,735,27951,29004,8454
1942-01-06,736,340,20938,9496
1942-01-07,737,1467,11816,11116
1942-01-08,738,18811,14403,14044
1942-01-09,739,9449,26789,5477
1942-01-10,740,12251,8803,14443
1942-01-11,741,8421,7685,26102
1942-01-12,742,29331,22855,9463
1942-01-13,743,16542,11062,11848
1942-01-14,744,15787,415,4
1942-01-15,745,2598,28284,16619
1942-01-16,746,13633,21388,1413
1942-01-17,747,15477,4734,24274
1942-01-18,748,12588,717,7291
1942-01-19,749,16993,8798,15810
1942-01-20,750,8042,6599,25394
1942-01-21,751,18452,2248,8440
1942-01-22,752,26841,4068,8811
1942-01-23,753,27202,2214,6140
1942-01-24,754,11853,5148,25396
1942-01-25,755,13338,4418,8804
1942-01-26,756,1121,5158,14435
1942-01-27,757,2588,29408,24658
1942-01-28,758,29408,12614,24658
1942-01-29,759,12537,20551,2229
1942-01-30,760,18443,16525,12934
1942-01-31,761,29407,26852,27222
1942-02-01,762,24296,2968,11149
1942-02-02,763,8807,19192,20640
1942-02-03,764,21754,46,21740
1942-02-04,765,4424,4790,2598
1942-02-05,766,1501,11158,5163
1942-02-06,767,24305,1122,15173
1942-02-07,768,29409,5886,9902
1942-02-08,769,24298,3319,15879
1942-02-09,770,19203,26860,15893
1942-02-10,771,20280,15179,22747
1942-02-11,772,8453,15911,10417
1942-02-12,773,11886,5885,11150
1942-02-13,774,9175,374,18074
1942-02-14,775,19173,19179,2508
1942-02-15,776,3696,26486,23580
1942-02-16,777,29788,19201,26136
1942-02-17,778,5520,24673,21030
1942-02-18,779,11898,8812,27229
1942-02-19,780,28327,18095,17723
1942-02-20,781,13355,18471,22843
1942-02-21,782,4430,50,23572
